state,LEAID,tot_pop,young_pop,young_pov_pop
GA,05370,"65,538","10,431","2,015"
GA,05390,"94,712","17,227","2,353"
GA,05430,"36,033","6,573","2,233"
GA,05460,"5,240",780,304
GA,05490,"19,785","3,267",964
GA,05550,"30,380","5,485","1,690"
GA,05580,"2,367",321,99
GA,05640,"7,471",899,291
GA,05670,"28,442","4,236",784
GA,05700,"68,421","13,188","2,230"
GA,05730,"8,739","1,265",398
GA,05760,"9,513","1,480",469
GA,05790,"8,831","1,465",428
GA,05850,"20,554","3,403","1,077"
HI,00030,"1,441,553","221,614","26,809"
ID,00030,"3,476",832,123
ID,00060,"7,307","1,678",246
ID,00090,155,37,3
ID,00150,339,43,5
ID,00180,"3,860",479,75
ID,00240,"6,360","1,273",155
ID,00270,"23,299","5,065",690
ID,00300,"24,766","3,904",272
ID,00330,777,197,27
ID,00360,"219,466","31,273","2,982"
ID,00930,"60,605","15,323","1,364"
ID,00420,"12,561","2,161",381
ID,00450,"2,412",431,66
ID,00480,"9,637","1,806",217
ID,00490,"2,572",471,87
ID,00510,"38,817","7,474","1,142"
ID,00540,"1,139",203,22
ID,00570,"1,321",188,39
ID,00630,"2,695",273,43
ID,00660,"24,644","5,681",711
ID,00690,"1,345",280,52
ID,00720,"3,195",363,69
ID,00750,792,128,26
ID,00780,"90,842","14,479","1,321"
ID,00810,"2,635",422,42
ID,00840,"2,377",296,58
ID,00870,946,125,27
ID,00900,719,166,32
ID,01020,"19,792","3,346",462
ID,01050,"8,174","1,883",168
ID,01080,"4,288",990,103
ID,01110,"12,410","2,179",313
ID,01140,"10,055","2,069",202
ID,01170,"2,519",288,36
ID,01200,"1,924",397,31
ID,01230,"2,588",469,89
ID,01260,"7,003","1,433",192
ID,01290,"2,238",518,71
ID,01380,"2,505",401,41
ID,01410,"2,068",412,92
ID,01440,"1,509",243,40
ID,01470,"6,634","1,294",214
ID,01500,"1,711",218,29
ID,01530,"64,270","13,240","1,592"
ID,01570,"27,750","7,037",551
ID,01590,"21,560","4,841",728
ID,01620,"4,028",592,143
ID,01650,"9,063","1,364",270
ID,01680,"1,774",259,38
ID,01710,"8,985","2,321",215
ID,01740,"2,226",297,28
ID,01770,"37,238","7,615",566
ID,00002,"35,718","5,375",758
ID,01800,"34,915","6,258",621
ID,01830,"3,376",625,146
ID,01860,"36,999","5,825",656
ID,01900,"1,437",235,40
ID,01920,"49,556","8,042","1,049"
ID,01950,"7,036","1,463",150
ID,01980,"4,608",925,147
ID,02030,"9,664","1,399",127
ID,02060,"1,653",214,36
ID,02070,"3,676",767,80
ID,02100,"259,151","50,985","3,342"
ID,02130,"22,754","5,227",404
ID,02160,683,99,18
ID,02190,"22,878","5,002",653
ID,02220,"29,924","3,716",335
ID,02250,"26,031","4,553",677
ID,00139,"10,449","1,577",258
ID,02280,734,112,29
ID,02310,"1,233",310,18
ID,02340,"102,908","20,289","2,265"
ID,02370,"5,364","1,140",131
ID,02400,979,234,39
ID,02430,780,152,29
ID,02460,"1,796",363,36
ID,02490,"4,573",934,114
ID,02520,"9,034","1,053",205
ID,02550,"5,764","1,224",142
ID,02580,"11,057","1,882",388
ID,02610,116,21,4
ID,00815,"4,276",765,120
ID,02640,"81,226","15,511","1,987"
ID,02670,"49,622","9,269",875
ID,02700,"3,492",617,61
ID,02730,86,4,1
ID,00960,"11,706","2,629",228
ID,02760,962,198,34
ID,02790,"2,932",700,67
ID,02820,542,153,19
ID,00138,"1,518",173,39
ID,02850,"7,353",987,192
ID,02910,"10,879","2,676",266
ID,02940,"3,367",654,67
ID,02970,"8,169","2,025",253
ID,03000,"4,586",982,82
ID,03030,687,108,15
ID,03060,"7,202","1,143",185
ID,03090,"5,507","1,802",184
ID,03120,941,121,13
ID,03180,"12,267","2,177",180
ID,03210,85,8,1
ID,00009,"2,097",383,24
ID,03240,"60,845","11,817","1,622"
ID,03270,"2,950",672,104
ID,00600,"58,569","12,478","1,196"
ID,03300,"4,385",674,143
ID,03330,"9,092","1,674",284
ID,03360,"5,383","1,185",170
ID,00001,"13,501","1,920",327
ID,03400,"2,368",680,91
ID,03420,"2,684",729,70
ID,00010,"1,886",333,43
ID,03480,"3,541",697,90
IL,00105,"2,430",388,59
IL,01413,"5,631",930,161
IL,03150,"35,729","3,881",520
IL,32580,"65,428","4,752",150
IL,03210,766,86,16
IL,03270,"1,373",161,8
IL,03300,"3,021",485,56
IL,03420,889,111,14
IL,03450,"1,033",194,31
IL,03480,"16,435","1,800",279
IL,03510,"4,849",921,116
IL,03600,"46,245","7,133","1,391"
IL,03660,"2,238",351,31
IL,03690,"4,771",781,110
IL,03750,"7,043",701,147
IL,03780,"11,107",546,84
IL,03810,"2,000",337,34
IL,03840,"23,600","3,066",219
IL,03870,"44,602","2,608",139
IL,03900,"19,905","2,314",94
IL,03930,"12,232","1,262",197
IL,03960,"4,516",909,99
IL,03990,"6,110","1,003",133
IL,04020,"40,037","2,065",412
IL,04140,"50,673","6,494",253
IL,04230,"1,295",85,9
IL,04200,812,78,15
IL,04260,"9,769","1,984",229
IL,04340,"1,839",177,24
IL,04380,"3,543",601,79
IL,04440,"1,782",281,34
IL,04470,"5,478",991,87
IL,04560,"7,416",774,130
IL,04620,"6,565","1,203",143
IL,04680,"68,021","13,332","2,805"
IL,04710,"73,917","12,777","1,741"
IL,04740,"2,935",375,14
IL,04800,"6,500",814,47
IL,04920,"29,228","5,230",318
IL,04950,"2,200",248,35
IL,05050,"44,759","9,036",450
IL,05160,"1,149",139,6
IL,05190,"2,021",220,53
IL,05220,"31,592","6,431",305
IL,00010,"21,109","2,587",395
IL,05310,"7,556","1,453",229
IL,05460,"2,360",338,44
IL,05430,"6,798","1,228",98
IL,05580,"8,262","1,005",223
IL,05610,"36,584","3,727",866
IL,05640,"104,679","5,393",774
IL,05760,"21,597","2,515",577
IL,05790,"44,175","8,198","1,045"
IL,05820,"2,129",290,31
IL,05880,"6,718",731,36
IL,05910,"19,753","2,045",255
IL,05950,"9,788","1,069",242
IL,05970,"12,300",674,113
IL,06000,"21,920","2,597",495
IL,06060,"25,056","3,195",702
IL,06090,"31,083","3,713",623
IL,06120,"15,028","2,626",328
IL,06180,"1,279",147,33
IL,06270,"15,745","1,849",131
IL,06390,"4,552",877,97
IL,06420,"59,293","3,779",901
IL,06450,"13,696","1,285",79
IL,06480,"42,633","5,994","1,052"
IL,00003,"4,783",716,90
IL,01417,"3,070",442,65
IL,17730,"12,976","1,796",284
IL,06750,"23,531","2,765",346
IL,06840,"1,234",136,25
IL,06880,"1,422",266,43
IL,06930,"11,438","1,256",234
IL,06960,"38,923","2,094",228
IL,07010,"7,122",755,69
IL,07050,"89,207","5,402",925
IL,07200,"3,794",700,30
IL,07320,"11,023","1,378",74
IL,23640,644,132,83
IL,16950,"10,215","1,149",292
IL,27300,"6,415",737,97
IL,07440,"2,146",411,92
IL,00102,"1,110",146,11
IL,07740,721,103,22
IL,07770,"3,986",630,97
IL,36810,"30,112","3,644",766
IL,00125,"6,113","1,040",150
IL,07860,"1,477",181,53
IL,07950,"4,042",634,120
IL,07980,"5,125",481,21
IL,08010,"7,546","1,466",84
IL,08040,"15,099","3,368","1,395"
IL,08070,"1,861",305,140
IL,18180,"3,037",500,63
IL,41520,"10,452","1,231",366
IL,08130,"9,757","1,052",291
IL,08160,"2,868",449,51
IL,08220,"4,996",947,120
IL,08280,"16,256","2,216",430
IL,08310,"1,521",216,66
IL,08370,"32,121","1,227",295
IL,08340,"23,184","1,728",616
IL,08430,"8,924","1,362",252
IL,08460,"9,335","1,144",183
IL,08500,"8,492","1,474",290
IL,08580,"2,722",427,110
IL,08610,"4,003",676,105
IL,08640,"12,367","2,297",316
IL,01385,"4,045",446,62
IL,08730,"22,188","2,683",130
IL,00002,"5,318",867,134
IL,08790,"8,397",826,58
IL,08970,"11,526","1,131",57
IL,09100,"4,509",760,89
IL,09180,"2,144",248,61
IL,04770,"16,710",949,58
IL,07830,"22,284","4,697",173
IL,10410,"5,856",943,80
IL,09170,"6,671",724,106
IL,09150,"9,544","1,456",62
IL,37860,"2,885",368,74
IL,09300,"19,981","1,138",251
IL,09270,"12,848","1,437",323
IL,39630,"2,224",344,79
IL,09330,"2,923",482,55
IL,09400,"2,764",463,54
IL,09420,"101,147","12,591","1,617"
IL,09510,"6,831",498,93
IL,09540,"10,311","1,319",67
IL,09600,"22,974","2,807",490
IL,09810,"9,197","1,037",175
IL,09780,795,40,4
IL,09850,"2,914",281,37
IL,09960,"21,671","2,967",906
IL,09930,"2,693,075","393,249","89,235"
IL,09990,"13,256","1,425",453
IL,00217,"4,661",768,188
IL,10200,"84,001","12,188","2,908"
IL,10290,"1,688",258,28
IL,10340,"2,175",353,73
IL,10440,"11,330","1,795",243
IL,10530,"11,600","2,119",161
IL,10570,"3,203",486,103
IL,10650,"46,837","7,002","1,095"
IL,10690,"3,670",346,55
IL,10740,"13,426","2,347",108
IL,39030,"26,054","2,578",321
IL,35460,"9,386","1,426",513
IL,30510,"6,508",710,157
IL,31560,"3,580",184,10
IL,13770,"65,800","6,680",858
IL,10470,"34,052","3,373",320
IL,11370,"96,339","6,202",250
IL,06540,"116,619","6,256","1,034"
IL,40440,"40,314","2,128",204
IL,12570,"111,217","5,559",313
IL,27990,"6,159","1,019",88
IL,15880,"6,281",738,93
IL,42180,"80,018","14,122",851
IL,08550,"119,385","21,475","1,941"
IL,25590,"4,278",763,87
IL,08400,"156,114","9,315","1,013"
IL,06510,"28,034","3,131",675
IL,10860,994,115,20
IL,10980,"1,428",230,55
IL,11010,"12,227","1,571",520
IL,00176,"2,247",351,59
IL,11100,"2,514",430,56
IL,00323,982,137,17
IL,11220,919,115,12
IL,11250,"33,016","5,261","1,003"
IL,11290,"5,600",573,136
IL,11350,"62,723","7,906",417
IL,39090,"5,971","1,010",135
IL,11520,"1,004",113,21
IL,11610,"4,843",827,64
IL,01388,"1,771",165,33
IL,11700,728,76,11
IL,11730,900,100,11
IL,11790,"34,931","5,903","1,891"
IL,21450,"15,794","1,497",137
IL,12150,"1,884",222,52
IL,12000,"48,564","6,910","1,594"
IL,12030,"1,312",219,36
IL,11850,"62,617","9,571","3,076"
IL,11880,"5,747","1,142",83
IL,11910,677,54,6
IL,11980,"21,223","3,024",89
IL,12060,"2,526",488,46
IL,12090,"1,701",330,69
IL,12120,"52,098","4,821",651
IL,12210,"8,930",950,119
IL,12240,"2,656",582,50
IL,12270,"1,549",170,16
IL,41010,"6,668",732,112
IL,12330,"22,368","3,064",499
IL,12450,"18,738","2,263",829
IL,12420,"27,407","3,117",917
IL,12480,"1,726",281,63
IL,12510,"1,926",316,55
IL,12540,"53,417","5,974",286
IL,12760,"9,050","1,415",312
IL,13940,"81,749","3,922",391
IL,12700,"26,213","5,549",289
IL,12720,"6,395","1,001",192
IL,12810,"3,864",618,49
IL,12840,"4,883",473,60
IL,12870,"5,159",276,28
IL,12930,"2,525",403,59
IL,12960,"7,453",728,209
IL,12990,"13,050",635,134
IL,01411,"2,707",256,35
IL,13050,"4,164",654,50
IL,13140,"46,812","4,065",599
IL,13170,"26,797","2,997",779
IL,13230,"24,455","1,184",150
IL,13240,"17,538","1,817",253
IL,13260,"4,692",514,58
IL,13320,"26,834","4,706","2,121"
IL,00007,"4,449",834,117
IL,13370,"2,093",283,44
IL,13410,"1,889",331,39
IL,13500,"5,452",939,136
IL,13530,"54,984","9,025",515
IL,13560,"20,019","3,281",430
IL,13590,"2,390",373,114
IL,00326,"6,955","1,316",125
IL,13660,"6,534",952,244
IL,36300,"19,898","2,033",468
IL,13970,"47,934","9,534",343
IL,14050,"3,885",739,66
IL,14100,"24,086","3,629",450
IL,13860,"2,792",452,99
IL,14160,"3,590",356,36
IL,14250,"3,252",317,21
IL,14350,"3,569",651,73
IL,14410,732,75,10
IL,14430,"9,802","1,814",133
IL,14460,"84,540","8,440",811
IL,14490,"84,540","3,576",273
IL,14580,"19,556","1,331",104
IL,14550,"19,556","2,409",236
IL,14640,"1,832",259,36
IL,26180,"9,549",454,64
IL,14710,"5,805",562,112
IL,14760,"3,884",365,90
IL,00044,"7,933","1,354",165
IL,14940,626,79,8
IL,15030,"30,049","1,510",143
IL,15090,"2,475",276,31
IL,15100,"6,075",959,115
IL,15180,"3,439",669,56
IL,01390,"2,597",323,33
IL,15400,"7,819","1,342",198
IL,15420,"21,192","2,456",287
IL,10950,"1,766",259,131
IL,15450,"13,819",843,123
IL,15480,"15,786","1,708",192
IL,15490,"4,871",782,75
IL,15630,"8,880",704,111
IL,15660,"4,242",497,22
IL,15700,"19,925","2,794",97
IL,41580,"10,799","1,768",460
IL,15750,"1,871",279,32
IL,15780,"11,038","1,239",183
IL,15820,"7,350",850,62
IL,15840,"13,037",730,35
IL,15900,"28,026","4,241",981
IL,15930,"20,523","2,441",78
IL,11400,"3,061",462,82
IL,16020,"2,317",382,81
IL,16050,"6,065",827,93
IL,16080,"32,301","4,368","1,006"
IL,00045,"4,676",719,159
IL,16140,"3,338",516,78
IL,16230,"1,703",176,18
IL,16260,"3,827",182,16
IL,16290,"8,153",861,121
IL,16320,808,98,14
IL,30900,"1,393",205,86
IL,16350,"16,088","2,795",157
IL,16380,"30,444","6,105",165
IL,16410,"9,024","1,686",159
IL,00092,"5,896","1,083",219
IL,16560,"6,574",894,39
IL,16530,"1,935",224,17
IL,16590,"2,339",263,36
IL,00041,"5,934",994,109
IL,16650,"1,721",179,22
IL,16680,"7,629","1,179",267
IL,40500,"22,650","2,313",133
IL,16800,"29,925","4,247",241
IL,16830,"164,065","8,923",646
IL,16860,"8,483","1,455",50
IL,16920,"42,603","5,838",453
IL,26820,"7,636",747,74
IL,00014,"3,816",611,60
IL,17160,"9,966",914,86
IL,17190,867,97,17
IL,17220,"2,338",261,26
IL,17280,"40,776","6,793","1,584"
IL,17310,"7,577",748,136
IL,17340,"38,166","1,732",140
IL,17370,"3,097",506,60
IL,17490,"2,576",199,21
IL,17550,"44,130","2,513",120
IL,17520,"29,950","3,978",257
IL,17580,"1,868",278,57
IL,17670,"2,449",422,56
IL,17700,"1,396",215,31
IL,17790,"2,190",358,65
IL,17800,"18,717","2,093",259
IL,18030,"9,178",442,67
IL,18060,"3,694",585,85
IL,10790,"7,454","1,222",213
IL,18090,"2,062",237,43
IL,18200,"3,659",470,143
IL,18240,"41,489","6,686",980
IL,14220,"9,809",926,170
IL,18270,"12,027","1,932",458
IL,18360,"3,951",402,51
IL,18390,"1,194",207,23
IL,18420,"13,291","2,448",250
IL,18450,"12,821","1,757",716
IL,18510,"5,828",847,173
IL,18570,"30,644","3,707",237
IL,18600,"6,793",996,405
IL,00115,"3,644",522,96
IL,00106,"2,837",458,46
IL,18810,"15,856","2,687",551
IL,18840,"10,486","1,768",124
IL,18870,"4,811",934,73
IL,21300,"2,996",524,61
IL,18960,"3,835",385,77
IL,18990,"18,452","3,225",253
IL,19200,"12,446","1,616",281
IL,19230,"5,549",465,81
IL,19260,"4,681",822,74
IL,19290,"26,121","4,269",116
IL,19320,"75,739","4,740",252
IL,19420,699,100,5
IL,19500,"31,420","3,975",191
IL,19530,"16,191","1,878",213
IL,19560,"37,934","2,822",243
IL,19620,"33,011","2,191",88
IL,19660,"6,607","1,157",268
IL,19680,"7,586",891,269
IL,19830,"46,585","8,627",256
IL,19920,"1,940",294,42
IL,19960,"5,440",941,87
IL,00113,"4,258",680,122
IL,01384,"7,787",414,54
IL,19970,"13,126","2,339",257
IL,35970,"4,439",790,83
IL,41690,"134,945","26,761","1,318"
IL,07170,"23,717","2,733",693
IL,20170,"6,216",894,158
IL,20180,"4,859",861,106
IL,20190,763,70,17
IL,20220,"9,606","1,110",70
IL,20250,"1,928",254,33
IL,26880,"158,054","8,919","1,529"
IL,20280,"26,074","3,470",623
IL,20370,"1,436",186,33
IL,20380,"8,830","1,470",193
IL,20430,"18,633","2,783",330
IL,20490,"12,131","1,993",97
IL,20550,"7,600","1,216",244
IL,20580,"81,830","10,177","2,361"
IL,20610,"128,316","6,275",956
IL,20640,"2,784",353,65
IL,00015,"1,531",265,76
IL,24480,"26,100","4,743",195
IL,20760,"29,093","4,867","1,296"
IL,20790,"1,240",214,40
IL,20880,"14,139","1,581",206
IL,20910,945,120,14
IL,20970,"2,725",491,17
IL,21000,"10,551","1,924",471
IL,21030,"24,495","3,370",130
IL,21130,"1,044",129,20
IL,21180,"13,950","1,839",145
IL,21270,"34,236","3,619",388
IL,21390,"5,991","1,018",142
IL,21420,"5,081",592,69
IL,01381,"1,969",208,39
IL,21680,"1,605",233,41
IL,19110,"9,928","1,163",38
IL,21600,"26,052","3,618",194
IL,21630,"11,929","1,487",154
IL,22080,"9,039",987,287
IL,22110,"28,442","1,381",199
IL,21510,"1,792",201,41
IL,21720,"9,727","1,072",60
IL,21780,"28,998","1,809",55
IL,21750,"18,853","2,283",65
IL,21840,"52,131","2,822",190
IL,21870,"23,011","2,874",187
IL,21900,"32,690","6,166",239
IL,22020,"23,253","2,870",608
IL,22050,"2,802",344,99
IL,22150,"7,526","1,215",271
IL,22620,"4,324",751,48
IL,22300,"5,755",652,89
IL,22350,"1,563",224,34
IL,22870,"1,799",319,41
IL,22500,"26,637","1,607",67
IL,07290,"26,313","3,083",160
IL,22530,"4,937",834,71
IL,00153,"4,394",628,122
IL,22710,"2,977",569,50
IL,22740,"63,200","3,409",455
IL,22770,"3,301",640,39
IL,22830,"51,176","3,322",95
IL,22800,"19,029","2,524",60
IL,22860,"1,280",125,17
IL,22950,"20,715","1,087",194
IL,22920,"1,818",179,14
IL,23050,"20,408",874,82
IL,08100,"6,132",872,300
IL,22980,"11,807","1,263",299
IL,23070,"113,036","7,271",233
IL,23090,"14,535","1,946",52
IL,23100,"13,202","1,446",176
IL,13440,"3,905",410,85
IL,23160,838,117,8
IL,23200,"14,583","1,841",120
IL,23250,"8,591","1,427",237
IL,09210,"6,468",633,54
IL,23350,"78,099","3,998",256
IL,23460,"35,933","3,526",272
IL,00120,777,113,12
IL,40920,"2,274",388,49
IL,23700,809,105,25
IL,23850,"21,908","2,589",439
IL,23880,"69,983","4,401",193
IL,23920,"17,647","2,030",438
IL,23970,"3,793",721,315
IL,24000,"17,677","1,516",161
IL,24060,"15,474","3,477",133
IL,24090,"147,258","7,541",645
IL,24120,660,60,10
IL,24270,"11,542","1,682",62
IL,24330,"21,088","2,419",403
IL,24390,"12,252","2,053",167
IL,24570,"13,768",806,50
IL,00077,"10,226","1,138",97
IL,24600,"27,752","4,124",763
IL,24650,"2,993",485,110
IL,24750,"6,354","1,257",96
IL,24780,"24,268","2,675",441
IL,05466,"4,257",500,124
IL,24870,"7,898","1,317",204
IL,24900,"2,310",439,78
IL,24940,"19,772","4,315",240
IL,25000,"12,332","1,946",479
IL,25020,"23,775","2,634",638
IL,25050,"21,882","3,114",574
IL,25110,"42,779","5,379","1,275"
IL,25190,"2,636",385,58
IL,25260,867,72,11
IL,25290,"42,975","4,539",367
IL,25320,"45,963","2,327",150
IL,28620,"97,868","15,121","1,293"
IL,25500,"7,450",749,65
IL,25620,"10,113","1,218",205
IL,25650,"10,142",607,82
IL,01395,"8,302","1,273",200
IL,25680,"1,357",209,51
IL,26970,"2,941",487,191
IL,00123,"6,016","1,071",134
IL,25690,"8,762","1,626",113
IL,25740,"7,255",954,60
IL,25770,"16,238",992,55
IL,00126,"5,068",753,71
IL,25920,"13,905","1,678",359
IL,43962,"5,608",957,125
IL,01416,"3,554",591,87
IL,26100,"8,410","1,370",47
IL,26250,"2,364",250,32
IL,26190,"8,572",879,52
IL,26310,"30,890","4,822",259
IL,26340,"44,613","2,776",95
IL,26370,"17,046","1,753",71
IL,26400,"47,577","8,152","1,538"
IL,26430,"6,772","1,133",195
IL,00320,"10,598","1,697",297
IL,26490,"3,033",311,34
IL,26550,"9,656","1,691",79
IL,26590,"2,472",270,40
IL,26640,"18,843","1,014",65
IL,26610,"11,698","1,266",144
IL,26710,"6,601","1,069",122
IL,26760,"1,764",305,42
IL,26800,"19,694","3,631",166
IL,26850,"9,983","1,059",104
IL,27180,"3,212",516,96
IL,27210,"21,085","2,676",122
IL,27290,"3,523",569,36
IL,27340,"12,961","1,411",431
IL,27360,"28,161","1,484",247
IL,27390,"12,625","2,430",154
IL,27450,"2,176",365,58
IL,27570,"43,934","2,317",152
IL,27540,"15,465","1,691",160
IL,27610,"13,994","2,201",551
IL,27710,"95,553","17,940",781
IL,27740,"8,242",490,44
IL,27720,"6,140",663,73
IL,27780,"2,050",326,53
IL,27840,"4,302",699,108
IL,27930,969,116,4
IL,27960,"3,750",572,56
IL,00103,"1,070",122,17
IL,28110,"1,499",189,22
IL,28140,"42,394","5,807",215
IL,28160,"2,181",247,38
IL,28200,"60,689","4,776",116
IL,28270,"2,571",314,23
IL,28260,"3,541",239,14
IL,28500,"7,974",632,77
IL,28530,"100,222","5,527",620
IL,00222,"11,666","1,288",73
IL,28560,"4,095",694,100
IL,28650,"12,518","1,241",136
IL,00004,"4,446",775,143
IL,28700,"8,642","1,712",212
IL,00110,"27,586","3,557",837
IL,28810,"3,707",665,142
IL,42240,"5,018",796,177
IL,01403,"7,992","1,293",277
IL,28890,"29,215","3,364",777
IL,28920,"4,843",573,74
IL,00119,"35,317","4,355",251
IL,40680,767,86,43
IL,10240,"2,579",472,77
IL,17850,"11,637","1,397",68
IL,28980,"14,489","1,941",82
IL,24420,"11,387","1,354",58
IL,29010,"90,397","5,458",279
IL,30540,"2,109",303,62
IL,29040,"3,478",374,89
IL,29760,"31,229","4,329",274
IL,29790,"44,163","2,900",173
IL,29100,"3,446",342,41
IL,29130,"7,237","1,030",27
IL,29220,"40,002","2,311",354
IL,29190,"35,232","3,932",504
IL,29250,"53,524","6,462",385
IL,29280,"64,988","3,745",165
IL,29310,680,78,7
IL,29340,"1,888",253,39
IL,10800,"5,551",930,139
IL,29420,"3,888",681,106
IL,29520,"1,327",150,18
IL,01404,"1,502",237,48
IL,29670,"4,597",512,67
IL,29700,793,96,23
IL,29730,817,38,7
IL,00223,"3,249",569,82
IL,29890,"11,492","1,957",194
IL,05570,"1,805",265,40
IL,30060,"2,248",370,33
IL,30160,"10,654","1,545",229
IL,30200,"5,839","1,031",42
IL,30220,"55,447","5,845",641
IL,30270,"83,197","17,909",900
IL,30300,"19,018","1,966",363
IL,30330,"31,046","1,462",205
IL,30420,"118,487","12,980","1,256"
IL,30480,"2,204",346,49
IL,30600,"23,516","2,103",209
IL,30570,"9,617",848,66
IL,30630,"8,423","1,443",237
IL,30660,"3,072",504,75
IL,30780,"4,187",580,54
IL,30750,"7,608","1,157",285
IL,30810,"14,932","1,768",507
IL,30840,"42,047","5,458",273
IL,30870,"1,483",265,33
IL,30930,"3,270",573,70
IL,07650,"8,358","1,467",218
IL,30990,"3,281",630,86
IL,31020,"2,400",445,44
IL,31050,"5,173",975,80
IL,31110,"42,543","2,028",275
IL,31080,"31,725","3,524",635
IL,31140,"1,627",165,70
IL,31200,"5,790",488,60
IL,31270,"6,495",885,169
IL,31230,"92,402","15,308","4,580"
IL,31290,"10,838","1,714",115
IL,31380,"9,895",965,143
IL,31710,"7,599","1,223",197
IL,31620,"10,390",424,49
IL,00009,"6,034",602,96
IL,31740,"127,929","26,603","1,646"
IL,31770,"12,475","2,467",262
IL,31890,"1,625",319,63
IL,31860,"1,957",246,83
IL,31920,"7,997","1,567",71
IL,31950,"4,263",473,182
IL,32040,"8,360",904,43
IL,32100,"3,866",612,77
IL,32160,"12,955","1,253",231
IL,32220,"15,507",751,103
IL,32190,"7,711",729,108
IL,32280,"3,779",303,76
IL,31410,"6,830","1,033",145
IL,32370,"11,556","1,538",456
IL,32090,"1,186",197,26
IL,00005,"10,683","1,947",229
IL,32520,"7,187",829,33
IL,32550,"5,173",789,45
IL,32490,795,100,13
IL,24720,"20,682","2,755",906
IL,00330,"2,331",278,19
IL,32670,"11,524","1,135",158
IL,32700,"12,144",612,70
IL,32770,"3,793",737,58
IL,32830,"5,276",917,116
IL,32850,"18,522","1,736",130
IL,32910,"123,098","6,149","1,004"
IL,32960,"5,009",803,92
IL,32970,"17,237","1,909",239
IL,33000,"49,043","7,900","1,222"
IL,29940,"3,628",580,60
IL,33030,"2,249",226,26
IL,33090,"2,325",412,80
IL,33120,"3,269",193,17
IL,33210,"11,937","1,449",353
IL,33240,"16,466","1,077",192
IL,33270,"33,004","2,086",348
IL,33300,"7,410","1,122",128
IL,22130,"7,727",941,208
IL,33380,"9,266","1,506",160
IL,33390,"4,456",577,118
IL,33420,"66,705","4,073",848
IL,13290,"15,852","2,750",456
IL,33450,"11,634",946,113
IL,33510,"11,666",677,30
IL,33690,"21,895","2,569",627
IL,00109,"3,333",596,85
IL,33720,"19,737","1,116",111
IL,33750,"3,541",396,23
IL,33950,"6,501","1,070",100
IL,33810,"11,464","1,583",59
IL,33840,"8,190",757,120
IL,00001,"3,727",478,79
IL,33870,"14,879","1,536",111
IL,33930,"6,633","1,168",85
IL,34020,"30,221","1,840",96
IL,33990,"14,476","1,957",133
IL,34100,"7,589","1,433",292
IL,34110,"2,409",241,48
IL,34140,"3,202",558,33
IL,34170,"1,813",194,27
IL,34230,"11,331","1,569",242
IL,34260,"13,241","1,548",224
IL,34290,"16,472",898,103
IL,34320,"10,671","2,150",94
IL,34350,"8,287",930,354
IL,34380,"13,466",665,154
IL,34410,"42,856","6,894","1,876"
IL,34470,"2,375",277,66
IL,34510,"185,407","31,624","7,719"
IL,34440,"7,215","1,259",74
IL,34540,"12,598","1,658",101
IL,34590,"2,773",328,47
IL,34620,"1,960",208,18
IL,34650,514,58,3
IL,34710,"7,241",819,46
IL,34770,"2,178",211,28
IL,34870,"2,178",392,67
IL,34990,"35,009","6,529","1,197"
IL,35010,"11,519","1,918",322
IL,35100,861,72,6
IL,35190,"14,603",910,94
IL,35160,"8,562",991,222
IL,35220,"8,997",610,80
IL,01418,"4,903",890,111
IL,35310,"2,440",465,128
IL,35340,"3,822",476,138
IL,35370,"13,262","2,226",217
IL,00324,"3,754",645,96
IL,35400,"6,372",773,111
IL,00065,952,122,20
IL,35610,"1,818",263,26
IL,34740,"134,413","15,050","1,453"
IL,35640,"12,915","1,257",237
IL,13710,"230,680","38,660","4,893"
IL,00332,"7,148",968,154
IL,06600,"1,252",209,30
IL,35770,"1,935",249,32
IL,35820,"3,564",461,71
IL,35850,"7,148",458,54
IL,35940,"4,222",653,109
IL,42990,"2,170",381,123
IL,36090,"7,527","1,186",170
IL,36180,"8,724","1,405",151
IL,00122,"2,512",356,55
IL,36210,"5,217",607,46
IL,36240,"1,290",115,13
IL,36330,"2,932",340,77
IL,36360,"5,284",670,171
IL,36450,"21,804","2,237",390
IL,36480,"18,390","1,888",354
IL,10380,"9,922","1,175",156
IL,14820,"6,619",814,97
IL,36510,"4,753",617,26
IL,36570,"4,885",896,86
IL,36600,"6,379","1,113",260
IL,00114,"4,170",694,107
IL,36640,"2,188",326,76
IL,36720,"10,040","1,052",223
IL,36750,"12,281","1,603",469
IL,36780,"1,549",185,31
IL,36840,884,78,4
IL,36610,"2,804",493,135
IL,31500,"8,860","1,461",183
IL,36900,"8,210","1,289",307
IL,36960,"2,012",283,37
IL,01419,"3,595",274,35
IL,37020,656,78,10
IL,37050,"6,101",709,125
IL,37080,"108,318","16,161","4,385"
IL,37140,"4,288",215,45
IL,37120,"2,661",279,41
IL,37170,"68,757","13,555",605
IL,37230,"2,658",432,94
IL,37320,"3,954",511,35
IL,37380,"5,950",841,33
IL,37410,"7,964",500,18
IL,37440,849,73,7
IL,37470,"1,295",173,23
IL,37490,"4,295",663,111
IL,37590,"7,978","1,245",164
IL,37650,"2,935",486,72
IL,37680,"14,122","1,619",375
IL,42310,"21,052","3,480",610
IL,37800,536,58,10
IL,37830,"2,476",482,48
